,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
5.110,123191000.0,130867577277600,130867592976900,15699300,110,110,488,5,2174054.1932929624,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,75861304.58221234,16.555530232633398,16.555530232633398,890.0968516558978,890.0968516558978,38940.52183610283,38.419767205224126
5.111,123191000.0,130867717808400,130867843259300,125450900,111,111,489,5,1744197.1378942407,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,76365701.41646315,16.777752582841543,16.777752582841543,906.8746042387394,906.8746042387394,39847.396440341574,38.01032427980684
5.112,123191000.0,130867890268900,130867904957200,14688300,112,112,490,5,1589054.028374863,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77096024.3255204,17.052958788749706,17.052958788749706,923.9275630274891,923.9275630274891,40771.32400336906,37.417486402805075
5.113,123191000.0,130868028812900,130868044847600,16034700,113,113,491,5,1445888.1973239514,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,77551633.2886983,17.270740574266043,17.270740574266043,941.1983036017551,941.1983036017551,41712.522306970815,37.04764691519811
5.114,123191000.0,130868186223500,130868201900900,15677400,114,114,492,5,1313987.4914432676,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,77995264.97340778,17.488828072359382,17.488828072359382,958.6871316741145,958.6871316741145,42671.20943864493,36.68752995477935
5.115,123191000.0,130868391274600,130868407303000,16028400,115,115,493,5,1192658.3992725203,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,78849426.47877626,17.926589152256224,17.926589152256224,994.3211092416418,994.3211092416418,44641.92506797596,35.99416639301876
5.116,123191000.0,130868560731300,130868607149500,46418200,116,116,494,5,1081228.2556496977,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,79261322.47605763,18.146597759501777,18.146597759501777,1012.4677070011436,1012.4677070011436,45654.3927749771,35.65981080106693
5.117,123191000.0,130868718201200,130868750075900,31874700,117,117,495,5,979047.127035336,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79663969.45833053,18.367581202859753,18.367581202859753,1030.8352882040033,1030.8352882040033,46685.22806318111,35.332963074956346
5.118,123191000.0,130868875758700,130868890639900,14881200,118,118,496,5,885489.3774152015,30628.52738619129,3321922.8974203076,553653.8162367218,4306576.713657044,80057993.0616092,18.58970555609256,18.58970555609256,1049.424993760096,1049.424993760096,47734.653056941206,35.013115356146805
5.119,123191000.0,130869046164600,130869076982200,30817600,119,119,497,5,799954.9205253257,30628.52738619129,3295669.873946429,549278.3123244088,4275948.186270853,80443993.3721576,18.813135676069678,18.813135676069678,1068.2381294361655,1068.2381294361655,48802.89118637737,34.699780526046865
5.120,123191000.0,130869202627400,130869264325300,61697900,120,120,498,5,721870.1692495778,30628.52738619129,3269416.850472551,544902.8084120958,4245319.658884661,80822543.9770919,19.03803493523636,19.03803493523636,1087.2761643714018,1087.2761643714018,49890.16735074877,34.39249297668507
5.121,123191000.0,130869374053400,130869405765400,31712000,121,121,499,5,650688.6972341674,30628.52738619129,3243163.8269986724,540527.3044997827,4214691.13149847,81194191.30276583,19.264565010698295,19.264565010698295,1106.5407293821002,1106.5407293821002,50996.70808013087,34.09080914777392
5.122,123191000.0,130869529572300,130869577278100,47705800,122,122,500,5,585891.6310782259,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81559454.22258031,19.492885728435358,19.492885728435358,1126.0336151105355,1126.0336151105355,52122.741695241406,33.794307845069596
5.123,123191000.0,130869655183800,130869700817600,45633800,123,123,501,5,526987.7939447477,30628.52738619129,3190657.7800509157,531776.2966751567,4153434.0767260874,81918823.91337234,19.723154960471703,19.723154960471703,1145.7567700710072,1145.7567700710072,53268.49846531241,33.502590356947884
5.124,123191000.0,130869842528000,130869874273400,31745400,124,124,502,5,473513.62315574946,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82272763.93781987,19.95552857228316,19.95552857228316,1165.7122986432903,1165.7122986432903,54434.2107639557,33.21528038751218
5.125,123191000.0,130870014911700,130870044655000,29743300,125,125,503,5,425032.88536322286,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82621710.52927093,20.190160417308956,20.190160417308956,1185.9024590605993,1185.9024590605993,55620.1132230163,32.93202382538421
5.126,123191000.0,130870155368300,130870171301700,15933400,126,126,504,5,381136.2133031328,30628.52738619129,3111898.7096292805,518649.7849382176,4061548.4945675135,82966073.05498956,20.427202375143388,20.427202375143388,1206.3296614357428,1206.3296614357428,56826.442884452044,32.6524883676652
5.127,123191000.0,130870342783500,130870374564300,31780800,127,127,505,5,341440.4880266786,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,83306234.63392454,20.666804429803058,20.666804429803058,1226.9964658655458,1226.9964658655458,58053.43935031759,32.37636301846357
5.128,123191000.0,130870531208800,130870561529800,30321000,128,128,506,5,305588.0899442575,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83642552.8856655,20.909114784384094,20.909114784384094,1247.90558064993,1247.90558064993,59301.34493096752,32.103357480931635
5.129,123191000.0,130870701668700,130870746396500,44727800,129,129,507,5,273246.04109425866,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,83975360.78817405,21.154280008428895,21.154280008428895,1269.059860658359,1269.059860658359,60570.40479162588,31.833201461004418
5.130,123191000.0,130870856161600,130870903862100,47700500,130,130,508,5,244105.05983783567,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,84304967.623089,21.402445214400466,21.402445214400466,1290.4623058727593,1290.4623058727593,61860.86709749864,31.56564390005033
5.131,123191000.0,130871043532800,130871075352200,31819400,131,131,509,5,217878.547753525,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84631659.98883185,21.653754259801786,21.653754259801786,1312.1160601325612,1312.1160601325612,63172.9831576312,31.30045215248529
5.132,123191000.0,130871198990000,130871230794300,31804300,132,132,510,5,194301.52692678277,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84955702.86331713,21.908349971665864,21.908349971665864,1334.024410104227,1334.024410104227,64507.007567735425,31.037411123120087
5.133,123191000.0,130871388347000,130871467235700,78888700,133,133,511,5,173129.5441567917,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,85277340.69974566,22.1663743903686,22.1663743903686,1356.1907844945956,1356.1907844945956,65863.19835223001,30.776322377652868
5.134,123191000.0,130871545896100,130871561830100,15934000,134,134,512,5,154137.55688624762,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85596798.54067475,22.427969029970516,22.427969029970516,1378.618753524566,1378.618753524566,67241.81710575458,30.51700323832525
5.135,123191000.0,130871703289600,130871735222200,31932600,135,135,513,5,137118.81394181267,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85914283.13727772,22.693275152566425,22.693275152566425,1401.3120286771325,1401.3120286771325,68643.12913443171,30.25928587536612
5.136,123191000.0,130871844905900,130871875633300,30727400,136,136,514,5,121883.74248874205,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,86229984.06238931,22.96243405440618,22.96243405440618,1424.2744627315387,1424.2744627315387,70067.40359716325,30.003016403479705
5.137,123191000.0,130872000419400,130872015249600,14830200,137,137,515,5,108258.85098111012,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86544074.80755547,23.235587361837904,23.235587361837904,1447.5100500933765,1447.5100500933765,71514.91364725663,29.74805399131798
5.138,123191000.0,130872139893700,130872187560800,47667100,138,138,516,5,96085.65635105612,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86856713.85584408,23.512877335412202,23.512877335412202,1471.0229274287888,1471.0229274287888,72985.93657468542,29.49426999062912
5.139,123191000.0,130872294332900,130872325260600,30927700,139,139,517,5,85219.64224263601,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87168045.72361103,23.794447180767236,23.794447180767236,1494.817374609556,1494.817374609556,74480.75394929497,29.241547090606435
5.141,123191000.0,130872513561500,130872517948000,4386500,141,141,519,5,66894.93306499567,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87478201.96574293,24.080441365186793,24.080441365186793,1518.8978159747428,1518.8978159747428,75999.65176526972,28.989778501884935
5.142,123191000.0,130872700414500,130872748041800,47627300,142,142,520,5,59208.19881181736,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,87787302.14010575,24.371005938983277,24.371005938983277,1543.268821913726,1543.268821913726,77542.92058718344,28.738867173652498
5.143,123191000.0,130872842046600,130872857627800,15581200,143,143,521,5,52370.771957528246,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88095454.72801746,24.666288861104437,24.666288861104437,1567.9351107748305,1567.9351107748305,79110.85569795828,28.488725046458374
5.144,123191000.0,130873031183700,130873092677200,61493500,144,144,522,5,46293.7489887878,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88402758.00853027,24.966440328594153,24.966440328594153,1592.9015511034247,1592.9015511034247,80703.7572490617,28.23927234251668
5.145,123191000.0,130873187616200,130873233096600,45480400,145,145,523,5,40896.823386877186,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,88709300.88515756,25.271613109753865,25.271613109753865,1618.1731642131786,1618.1731642131786,82321.93041327488,27.99043689461279
5.146,123191000.0,130873372970000,130873404588600,31618600,146,146,524,5,36107.55526333799,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89015163.66441801,25.581962881052295,25.581962881052295,1643.7551270942308,1643.7551270942308,83965.68554036912,27.742153514121963
5.147,123191000.0,130873512449000,130873544061700,31612700,147,147,525,5,31860.688641715697,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89320418.78620008,25.897648568017416,25.897648568017416,1669.6527756622481,1669.6527756622481,85635.33831603137,27.49436339813779
5.148,123191000.0,130873702825800,130873717646000,14820200,148,148,526,5,28097.51541217367,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89625131.50648025,26.218832690516486,26.218832690516486,1695.8716083527647,1695.8716083527647,87331.20992438414,27.247013575277215
5.149,123191000.0,130873826691700,130873887576200,60884500,149,149,527,5,24765.284629478436,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,89929360.53336833,26.545681712989094,26.545681712989094,1722.4172900657538,1722.4172900657538,89053.6272144499,27.00005638937233
5.150,123191000.0,130873999164200,130874014900700,15736500,150,150,528,5,21816.65554336897,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90233158.61780955,26.87836640034573,26.87836640034573,1749.2956564660997,1749.2956564660997,90802.922870916,26.75344901996936
5.151,123191000.0,130874154683800,130874263570700,108886900,151,151,529,5,19209.192535328784,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90536573.1005542,27.217062180381195,27.217062180381195,1776.5127186464808,1776.5127186464808,92579.43558956248,26.507153038327314
5.152,123191000.0,130874373332600,130874389205600,15873000,152,152,530,5,16904.89997923072,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,91142416.5634354,27.913214272117727,27.913214272117727,1831.9878824322793,1831.9878824322793,96215.49814015492,26.015361054431406
5.153,123191000.0,130874530735400,130874577466200,46730800,153,153,531,5,14869.794937594585,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91444917.52213559,28.27104812715925,28.27104812715925,1860.2589305594386,1860.2589305594386,98075.75707071436,25.769806623750448
5.154,123191000.0,130874670209100,130874717962600,47753500,154,154,532,5,13073.5155431043,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91747179.65518862,28.635648949304766,28.635648949304766,1888.8945795087434,1888.8945795087434,99964.65165022311,25.52444605921811
5.155,123191000.0,130874857627400,130874903365800,45738400,155,155,533,5,11488.962889948078,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,92049230.0615003,29.007221220097932,29.007221220097932,1917.9018007288414,1917.9018007288414,101882.55345095195,25.279257363362344
5.156,123191000.0,130875015131400,130875046935400,31804000,156,156,534,5,10091.974265400817,30628.52738619129,2324308.0054129288,387384.6675688268,3142692.6729817744,92351092.9037834,29.385976458258337,29.385976458258337,1947.2877771870997,1947.2877771870997,103829.84122813905,25.034220922158763
5.157,123191000.0,130875186560400,130875202512200,15951800,157,157,535,5,8861.025583377774,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92652789.70612396,29.772133661593337,29.772133661593337,1977.059910848693,1977.059910848693,105806.90113898774,24.78931926348194
5.158,123191000.0,130875328149200,130875357857800,29708600,158,158,536,5,7776.960933537181,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92954339.62443233,30.16591976646511,30.16591976646511,2007.2258306151582,2007.2258306151582,107814.1269696029,24.544536837567417
5.159,123191000.0,130875499606300,130875530263000,30656700,159,159,537,5,6822.747227552573,30628.52738619129,2245548.9349912936,374258.15583188774,3050807.0908232005,93255759.69179685,30.567570126708212,30.567570126708212,2037.7934007418664,2037.7934007418664,109851.92037034477,24.29985981784639
5.160,123191000.0,130875623181000,130875654986400,31805400,160,160,538,5,5983.2520045937545,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93557065.04067835,30.977329014019947,30.977329014019947,2068.7707297558864,2068.7707297558864,111920.69110010065,24.055275920579952
5.161,123191000.0,130875811513900,130875858233000,46719100,161,161,539,5,5245.042547545163,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93858269.10379393,31.395450141981996,31.395450141981996,2100.1661798978685,2100.1661798978685,114020.85727999853,23.810774241792068
5.162,123191000.0,130875969984800,130875985868300,15883500,162,162,540,5,4596.20455720617,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,94159383.7954428,31.822197216017845,31.822197216017845,2131.988377113886,2131.988377113886,116152.84565711241,23.566345110078817
5.163,123191000.0,130876111818300,130876113262300,1444000,163,163,541,5,4026.1787312518563,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94460419.67492731,32.25784451174955,32.25784451174955,2164.246221625636,2164.246221625636,118317.09187873805,23.32197995395174
5.164,123191000.0,130876206075800,130876220877500,14801700,164,164,542,5,3525.613696062243,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94761386.09362102,32.70267748439065,32.70267748439065,2196.9488991100266,2196.9488991100266,120514.04077784807,23.077671182455685
5.165,123191000.0,130876329665700,130876374368900,44703200,165,165,543,5,3086.23384098148,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,95062291.32713464,33.15699341200214,33.15699341200214,2230.1058925220286,2230.1058925220286,122744.1466703701,22.83341207788342
5.166,123191000.0,130876516123100,130876561786700,45663600,166,166,544,5,2700.72070478598,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95363142.69392937,33.62110207564703,33.62110207564703,2263.7269945976755,2263.7269945976755,125007.87366496777,22.58919669949154
5.167,123191000.0,130876703460700,130876709909600,6448900,167,167,545,5,2362.606662035478,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95663946.66163066,34.09532647970958,34.09532647970958,2297.822321077385,2297.822321077385,127305.69598604516,22.34501979720056
5.168,123191000.0,130876890797000,130876907187900,16390900,168,168,546,5,2066.17975170701,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95964708.94219951,34.58000361589912,34.58000361589912,2332.402324693284,2332.402324693284,129638.09831073844,22.100876734339757
5.169,123191000.0,130877062241500,130877156107600,93866100,169,169,547,5,1806.3985814274315,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,96265434.57702833,35.07548527474001,35.07548527474001,2367.477809968024,2367.477809968024,132005.57612070645,21.856763418570893
5.170,123191000.0,130877217660400,130877249460200,31799800,170,170,548,5,1578.8163272626318,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96566128.01294105,35.5821389086599,35.5821389086599,2403.059948876684,2403.059948876684,134408.63606958312,21.61267624019527
5.171,123191000.0,130877375189700,130877389973700,14784000,171,171,549,5,1379.5129310769019,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96866793.16999575,36.100348551134225,36.100348551134225,2439.160297427818,2439.160297427818,136847.79636701095,21.368612017115083
5.172,123191000.0,130877512661800,130877559386000,46724200,172,172,550,5,1205.03467475565,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,97167433.50191063,36.63051579672677,36.63051579672677,2475.7908132245448,2475.7908132245448,139323.58718023548,21.124567945782868
5.173,123191000.0,130877671226900,130877701993300,30766400,173,173,551,5,1052.3403830044965,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97468052.04986091,37.17306084729121,37.17306084729121,2512.963874071836,2512.963874071836,141836.55105430732,20.88054155753187
5.174,123191000.0,130877828647600,130877843555200,14907600,174,174,552,5,918.7535739980642,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97768651.49032845,37.72842363007027,37.72842363007027,2550.692297701906,2550.692297701906,144387.24335200922,20.63653067973436
5.175,123191000.0,130878014519500,130878061243800,46724300,175,175,553,5,801.9199399203316,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,98069234.17762107,38.29706499395335,38.29706499395335,2588.9893626958597,2588.9893626958597,146976.23271470508,20.392533401286563
5.176,123191000.0,130878201900400,130878248633900,46733500,176,176,554,5,699.7695975373068,30628.52738619129,1799247.5359353637,299874.5893225663,2530122.1252579484,98369802.181622,38.87946799073705,38.87946799073705,2627.8688306865965,2627.8688306865965,149604.1015453917,20.14854804196573
5.177,123191000.0,130878344405500,130878406087200,61681700,177,177,555,5,610.4836025342828,30628.52738619129,1772994.5124614856,295499.08541025326,2499493.597871757,98670357.32127552,39.47613924888238,39.47613924888238,2667.3449699354787,2667.3449699354787,152271.44651532717,19.90457312524818
5.178,123191000.0,130878531790500,130878577523900,45733400,178,178,556,5,532.4642706271736,30628.52738619129,1746741.4889876074,291123.58149794023,2468865.070485566,98970901.19426598,40.08761044798645,40.08761044798645,2707.4325803834654,2707.4325803834654,154978.87909571064,19.660607354217454
5.180,123191000.0,130878750030200,130878780984400,30954200,180,180,558,5,404.7864800028485,30628.52738619129,1720488.4655137293,286748.0775856272,2438236.5430993745,99271435.2033015,40.714439902993256,40.714439902993256,2748.1470202864584,2748.1470202864584,157727.0261159971,19.416649590228584
5.181,123191000.0,130878923622200,130878924685000,1062800,181,181,559,5,352.81718694479054,30628.52738619129,1694235.442039851,282372.5736733142,2407608.015713183,99571960.57937366,41.35721426807029,41.35721426807029,2789.504234554529,2789.504234554529,160516.53035055165,19.172698834027116
5.182,123191000.0,130879079313100,130879107820800,28507700,182,182,560,5,307.45414562646323,30628.52738619129,1667982.418565973,277997.06976100116,2376979.488326992,99872478.40232526,42.01655037108431,42.01655037108431,2831.520784925613,2831.520784925613,163348.05113547726,18.92875420905321
5.183,123191000.0,130879220601500,130879297381800,76780300,183,183,561,5,267.8674119454429,30628.52738619129,1641729.3950920948,273621.56584868813,2346350.9609408006,100172989.61902513,42.693097190737156,42.693097190737156,2874.2138821163503,2874.2138821163503,166222.2650175936,18.684814946688373
5.184,123191000.0,130879407296500,130879484513600,77217100,184,184,562,5,233.32980362946248,30628.52738619129,1615476.3716182166,269246.0619363751,2315722.4335546093,100473495.05941734,43.3875379896854,43.3875379896854,2917.6014201060357,2917.6014201060357,169139.86643769965,18.44088037322748
5.185,123191000.0,130879595050400,130879626053800,31003400,185,185,563,5,203.20440986429944,30628.52738619129,1589223.3481443385,264870.5580240621,2285093.906168418,100773995.45068419,44.10059261838356,44.10059261838356,2961.702012724419,2961.702012724419,172101.56845042406,18.196949898382034
5.186,123191000.0,130879780003000,130879795556400,15553400,186,186,564,5,176.9335826551157,30628.52738619129,1536717.3011965821,256119.55019943597,2223836.8513960354,101074491.4297365,44.833020005981616,44.833020005981616,3006.535032730401,3006.535032730401,175108.10348315447,17.95302300514121
5.187,123191000.0,130879921412800,130879985578200,64165400,187,187,565,5,154.02923984080138,30628.52738619129,1510464.277722704,251744.0462871229,2193208.324009844,101374983.55422224,45.5856208563965,45.5856208563965,3052.1206535867973,3052.1206535867973,178160.22413674128,17.70909924083558
5.188,123191000.0,130880076622000,130880136995900,60373900,188,188,566,5,134.06432831179848,30628.52738619129,1484211.2542488258,247368.54237480985,2162579.796623653,101675472.3122236,46.359240569692105,46.359240569692105,3098.4798941564895,3098.4798941564895,181258.70403089776,17.465178209265616
5.189,123191000.0,130880233112400,130880264601800,31489400,189,189,567,5,116.66531271194482,30628.52738619129,1457958.2307749477,242993.0384624968,2131951.2692374615,101975958.13079366,47.15477241117509,47.15477241117509,3145.6346665676647,3145.6346665676647,184404.33869746543,17.22125956377198
5.190,123191000.0,130880404489200,130880436039600,31550400,190,190,568,5,101.50556990581381,30628.52738619129,1431705.2073010695,238617.53455018374,2101322.74185127,102276441.3834678,47.97316095318125,47.97316095318125,3193.607827520846,3193.607827520846,187597.94652498627,16.977343001138237
5.191,123191000.0,130880593964600,130880639421800,45457200,191,191,569,5,88.29958292460593,30628.52738619129,1405452.1838271914,234242.0306378707,2070694.214465079,102576922.39686914,48.81540581743223,48.81540581743223,3242.4232333382784,3242.4232333382784,190840.36975832455,16.733428256228834
5.192,123191000.0,130880733470300,130880824787400,91317100,192,192,570,5,76.79784011410533,30628.52738619129,1379199.1603533132,229866.52672555763,2040065.6870788876,102877401.45651464,49.68256574913496,49.68256574913496,3292.1057990874133,3292.1057990874133,194132.47555741196,16.489515097276065
5.193,123191000.0,130880857570200,130880857877900,307700,193,193,571,5,66.78235593422778,30628.52738619129,1352946.136879435,225491.02281324458,2009437.1596926963,103177878.811916,50.57576305773442,50.57576305773442,3342.681562145148,3342.681562145148,197475.15711955712,16.245603321739416
5.194,123191000.0,130881030569200,130881075944600,45375400,194,194,572,5,58.06273942712307,30628.52738619129,1326693.113405557,221115.51890093152,1978808.632306505,103478354.6810587,51.49618846348182,51.49618846348182,3394.1777506086296,3394.1777506086296,200869.33487016574,16.001692752669673
5.195,123191000.0,130881170015200,130881185641800,15626600,195,195,573,5,50.472744894969644,30628.52738619129,1300440.0899316787,216740.01498861847,1948180.1049203137,103778829.25433375,52.44510639382488,52.44510639382488,3446.6228570024546,3446.6228570024546,204315.9577271682,15.757783235517408
5.196,123191000.0,130881311621200,130881390854400,79233200,196,196,574,5,43.867246914990076,30628.52738619129,1274187.0664578006,212364.5110763054,1917551.5775341224,104079302.69798683,53.42386077915726,53.42386077915726,3500.0467177816117,3500.0467177816117,207816.0044449498,15.513874635333078
5.197,123191000.0,130881467852200,130881498604800,30752600,197,197,575,5,38.11958856392687,30628.52738619129,1247934.0429839224,207989.00716399236,1886923.050147931,104379775.15714334,54.43388140379026,54.43388140379026,3554.480599185402,3554.480599185402,211370.4850441352,15.269966834311484
6.84,123191000.0,130882063008300,130882110628500,47620200,84,84,580,6,12827553.333765049,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,57599624.22721057,10.709086028062671,10.709086028062671,548.4494261424321,548.4494261424321,20991.155068396172,53.243642614143425
6.85,123191000.0,130882186369100,130882218156800,31787700,85,85,581,6,12242670.55430679,30628.52738619129,4214525.695532173,702420.9492553647,5347946.644787548,58484972.86032736,10.935967904117101,10.935967904117101,559.3853940465492,559.3853940465492,21550.54046244272,52.52496297592571
6.86,123191000.0,130882281247800,130882295915500,14667700,86,86,582,6,11664979.25045224,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,59363130.01784045,11.164111062599353,11.164111062599353,570.5495051091485,570.5495051091485,22121.08996755187,51.81212100085197
6.87,123191000.0,130882375774900,130882390723200,14948300,87,87,583,6,11095475.299890937,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,60233099.82206029,11.393349050759666,11.393349050759666,581.9428541599082,581.9428541599082,22703.03282171178,51.10592509025798
6.88,123191000.0,130882530075500,130882577028100,46952600,88,88,584,6,10535146.928487876,30628.52738619129,4109513.6016366594,684918.9336061126,5225432.535242783,61093894.047121875,11.623512991792367,11.623512991792367,593.5663671517005,593.5663671517005,23296.599188863478,50.40717743412922
6.89,123191000.0,130882670713200,130882701434400,30721200,89,89,585,6,9984966.662723746,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,62245006.020203084,11.98216639666561,11.98216639666561,605.5485335483662,605.5485335483662,23902.147722411843,49.47276503948902
6.90,123191000.0,130882914992900,130882960635500,45642600,90,90,586,6,8925695.82310779,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,63080758.57302021,12.215068758134889,12.215068758134889,617.7636023065011,617.7636023065011,24519.911324718345,48.79434490099097
6.91,123191000.0,130883101246100,130883116984200,15738100,91,91,587,6,8265062.185905777,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,63905208.567136124,12.448548567134893,12.448548567134893,630.212150873636,630.212150873636,25150.12347559198,48.12509958752172
6.92,123191000.0,130883290757700,130883322304000,31546300,92,92,588,6,7711883.767402266,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,64866308.05799667,12.71160983709508,12.71160983709508,642.9237607107311,642.9237607107311,25793.04723630271,47.344929371466534
6.93,123191000.0,130883450156900,130883481856600,31699700,93,93,589,6,7186724.6738746865,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,65719952.3301587,12.95666329166868,12.95666329166868,655.8804240023998,655.8804240023998,26448.92766030511,46.65198567252583
6.94,123191000.0,130883606550000,130883651421400,44871400,94,94,590,6,6688808.603172677,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,66545577.27734483,13.19913663006035,13.19913663006035,669.0795606324601,669.0795606324601,27118.007220937572,45.981786593708286
6.96,123191000.0,130883745742000,130883760939600,15197600,96,96,592,6,6217362.316835508,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,67343959.20170538,13.43913746016047,13.43913746016047,682.5186980926206,682.5186980926206,27800.52591903019,45.3337019735976
6.97,123191000.0,130883904864600,130883920901100,16036500,97,97,593,6,5771609.606521657,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,68115871.34170108,13.676775421781857,13.676775421781857,696.1954735144025,696.1954735144025,28496.721392544594,44.70710413772022
6.98,123191000.0,130884092264800,130884107101800,14837000,98,98,594,6,5350766.971126428,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,68862089.90567347,13.912163468484362,13.912163468484362,710.1076369828868,710.1076369828868,29206.829029527482,44.101363000808924
6.99,123191000.0,130884218983100,130884234597200,15614100,99,99,595,6,4954040.7973818965,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69583398.39472724,14.145418849525205,14.145418849525205,724.253055832412,724.253055832412,29931.082085359893,43.51584255771343
6.100,123191000.0,130884376373600,130884407792300,31418700,100,100,596,6,4580625.849156021,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,70280590.4221303,14.376663821169434,14.376663821169434,738.6297196535814,738.6297196535814,30669.711805013474,42.94989859475911
6.101,123191000.0,130884577559800,130884593547000,15987200,101,101,597,6,4229704.881691327,30628.52738619129,3768224.2964762403,628037.3827460433,4827261.679222296,71605858.04513796,14.833639194110177,14.833639194110177,768.0693849632039,768.0693849632039,32191.01693574577,41.874115767273615
6.102,123191000.0,130884796897600,130884812623000,15725400,102,102,598,6,3592020.0496657696,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72235579.57312846,15.059642312958076,15.059642312958076,783.129027276162,783.129027276162,32974.14596302193,41.3629408210596
